species,sector,banda,total,trans_official_name,file,data,transecte,horari_inici,horari_final,ornitoleg,month,calendar_date
Ciconia ciconia,s5,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Ciconia ciconia,s6,>100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s1,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s2,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s3,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s4,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s5,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s6,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s1,25-100 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s2,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s3,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s4,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s5,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s6,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s1,>100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s2,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s3,>100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s4,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s5,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Luscinia megarynchos,s6,>100 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s1,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s2,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s3,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s4,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s5,0-25 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s6,0-25 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s1,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s2,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s3,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s4,25-100 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s5,25-100 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s6,25-100 m,3,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s1,>100 m,5,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s2,>100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s3,>100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s4,>100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s5,>100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Cettia cetti,s6,>100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s1,0-25 m,4,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s2,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s3,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s4,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s5,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s6,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s1,25-100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
